POLY_,POLY_ID,AREA,PERIMETER,OPPR,X,Y,KOORDH,POSTNAVN,OPPDATDATO,MALEMETODE,NOYAKTIGHE,SYNBARHET,H_MALEMETO,H_NOYAKTIG,MAX_AVVIK,OBJTYPE,,POSTNR,KOMM,ID,Lat,Long
1050,5121,3653522.013,12414.13391,4,-40867.43,6548147.66,0,BRYNE,,55,1500,0,0,0,0,Postomr�de,,4340,1121,1,58.953037,5.63539
1051,5123,65454726.69,49218.26269,4,-43103.13,6557643.24,1.9,VOLL,,55,1500,0,0,0,0,Postomr�de,,4354,1120,1,58.953037,5.63539
1052,5124,3878675.798,12596.23637,4,-34240.45,6575335.28,25.59,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4027,1103,1,58.953037,5.63539
1053,5125,3037148.226,12707.66807,4,-35949.47,6570512.9,62.02,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,,4044,1103,1,58.953037,5.63539
1054,5126,212172580.7,76164.7235,4,-21379.66,6549415.57,186,�LG�RD,,55,1500,0,0,0,0,Postomr�de,,4330,1122,1,58.953037,5.63539
1132,5592,409125793.7,115582.224,4,20755.07,6466243.39,0,FARSUND,,55,1500,0,0,0,0,Postomr�de,,4550,1003,1,58.953037,5.63539
1134,5605,152132127.7,62981.18868,4,23036.76,6507542.28,300.15,GYLAND,,55,1500,0,0,0,0,Postomr�de,,4436,1004,1,58.953037,5.63539
1135,5612,54159464.47,35319.83848,4,42786.12,6493281.92,135.79,SNARTEMO,,55,1500,0,0,0,0,Postomr�de,,4590,1034,1,58.953037,5.63539
1136,5622,124088311.3,65476.98622,4,45320.8,6499535,0,TINGVATN,,55,1500,0,0,0,0,Postomr�de,,4595,1034,1,58.953037,5.63539
1137,5626,285059871.2,83436.20613,4,48969.68,6509300.42,0,EIKEN,,55,1500,0,0,0,0,Postomr�de,,4596,1034,1,58.953037,5.63539
1166,5760,509853116.2,149483.2095,4,34005.84,6502777.63,328.11,KVINESDAL,,55,1500,0,0,0,0,Postomr�de,,4480,1037,1,58.953037,5.63539
1167,5764,49000141.05,39337.0671,4,20108.69,6490644.07,0,FEDA,,55,1500,0,0,0,0,Postomr�de,,4485,1037,1,58.953037,5.63539
1168,5765,11972390.98,14428.30767,4,23988.6,6489585.92,0,�YESTRANDA,,55,1500,0,0,0,0,Postomr�de,,4484,1037,1,58.953037,5.63539
1169,5770,404796101.1,112245.2705,4,35487.26,6529443.22,0,KVINLOG,,55,1500,0,0,0,0,Postomr�de,,4473,1037,1,58.953037,5.63539
1172,5788,95601892.86,49855.21139,4,40500.25,6484311.9,385.17,KV�S,,55,1500,0,0,0,0,Postomr�de,,4588,1032,1,58.953037,5.63539
1173,5790,323212314.8,97864.40093,4,33760,6472461.84,0,LYNGDAL,,55,1500,0,0,0,0,Postomr�de,,4580,1032,1,58.953037,5.63539
1186,5872,153996284.2,67116.02254,4,10845.74,6475451.75,0,VANSE,,55,1500,0,0,0,0,Postomr�de,,4560,1003,1,58.953037,5.63539
1187,5876,52976415.29,32072.6415,4,6776.49,6484829.52,0,HIDRASUND,,55,1500,0,0,0,0,Postomr�de,,4432,1004,1,58.953037,5.63539
1188,5878,12349920.53,14801.69933,4,10596.36,6483590.64,0,ANDABEL�Y,,55,1500,0,0,0,0,Postomr�de,,4434,1004,1,58.953037,5.63539
1200,5903,129800925.4,69476.75722,4,12978.16,6516420.11,0,SIRA,,55,1500,0,0,0,0,Postomr�de,,4438,1004,1,58.953037,5.63539
1201,5904,285482050.4,103860.6329,4,10771.51,6495059.68,438.98,FLEKKEFJORD,,55,1500,0,0,0,0,Postomr�de,,4400,1004,1,58.953037,5.63539
1202,5905,217586317.1,70919.64064,4,-4939.88,6483761.6,0,�NA-SIRA,,55,1500,0,0,0,0,Postomr�de,,4420,1004,1,58.953037,5.63539
1203,5910,801789967.7,142850.7891,4,39412.34,6567387.01,0,TJ�RHOM,,55,1500,0,0,0,0,Postomr�de,,4443,1046,1,58.953037,5.63539
1204,5914,715120265.1,168662.6209,4,24751.18,6545194.98,464.78,TONSTAD,,55,1500,0,0,0,0,Postomr�de,,4440,1046,1,58.953037,5.63539
1223,6036,175406662.8,72524.02052,4,-57795.43,6651567.96,0,B�MLO,,55,1500,0,0,0,0,Postomr�de,,5443,1219,1,58.953037,5.63539
1224,6042,158900811.6,73508.82812,4,-50732.81,6659135.08,0,FINN�S,,55,1500,0,0,0,0,Postomr�de,,5437,1219,1,58.953037,5.63539
1227,6054,18211351.65,19681.8949,4,-44239.14,6667623.33,0,FOLDR�YHAMN,,55,1500,0,0,0,0,Postomr�de,,5428,1219,1,58.953037,5.63539
1232,6081,101440704,48242.55825,4,-11457.8,6655254.57,0,SK�NEVIK,,55,1500,0,0,0,0,Postomr�de,,5593,1211,1,58.953037,5.63539
1258,6230,60653875.16,32573.23775,4,-24186.09,6659407.42,0,FJELBERG,,55,1500,0,0,0,0,Postomr�de,,5459,1224,1,58.953037,5.63539
1260,6239,25267050.32,23458.19598,4,-18972.93,6657341.83,0,ARNAVIK,,55,1500,0,0,0,0,Postomr�de,,5458,1224,1,58.953037,5.63539
1301,6424,50852120.29,41778.2731,4,-39774.38,6668568.78,0,SAGV�G,,55,1500,0,0,0,0,Postomr�de,,5410,1221,1,58.953037,5.63539
1302,6428,11860389.15,20332.96303,4,-36203.03,6667620.58,0,STORD,,55,1500,0,0,0,0,Postomr�de,,5415,1221,1,58.953037,5.63539
1304,6437,26820857.53,24520.79202,4,-36139.1,6661424.36,0,STORD,,55,1500,0,0,0,0,Postomr�de,,5412,1221,1,58.953037,5.63539
1306,6445,11242959,15928.31982,4,-32341.6,6663367,0,STORD,,55,1500,0,0,0,0,Postomr�de,,5411,1221,1,58.953037,5.63539
1307,6446,7057501.955,12946.73945,4,-33592.73,6665788.67,0,STORD,,55,1500,0,0,0,0,Postomr�de,,5417,1221,1,58.953037,5.63539
1313,6471,36735726.55,29186.42175,4,-41298.73,6649162.24,0,AUKLANDSHAMN,,55,1500,0,0,0,0,Postomr�de,,5551,1216,1,58.953037,5.63539
1314,6476,107961026.7,49039.21593,4,-34637.48,6653897.31,0,VALEV�G,,55,1500,0,0,0,0,Postomr�de,,5554,1216,1,58.953037,5.63539
1332,6548,95906249.83,56009.08069,4,-26193.02,6652599.57,0,BJOA,,55,1500,0,0,0,0,Postomr�de,,5584,1160,1,58.953037,5.63539
1439,7040,84532486.71,46658.39256,4,-42713.46,6658707.82,0,MOSTERHAMN,,55,1500,0,0,0,0,Postomr�de,,5440,1219,1,58.953037,5.63539
1444,7057,76224652.34,43604.85469,4,-31891.92,6673628.87,0,STORD,,55,1500,0,0,0,0,Postomr�de,,5414,1221,1,58.953037,5.63539
1489,7160,168695638.5,52110.52393,4,-62100.74,6643324.87,0,ESPEV�R,,55,1500,0,0,0,0,Postomr�de,,5444,1219,1,58.953037,5.63539
1491,7167,345164737.3,107192.7688,4,-1467.18,6649330.49,755.12,ETNE,,55,1500,0,0,0,0,Postomr�de,,5590,1211,1,58.953037,5.63539
1494,7170,186193039,66360.48104,4,-47410.36,6639731.93,29.24,SVEIO,,55,1500,0,0,0,0,Postomr�de,,5550,1216,1,58.953037,5.63539
1495,7171,38877155.77,27557.73797,4,-35090.59,6643196.83,0,F�RDE I HORDALAND,,55,1500,0,0,0,0,Postomr�de,,5555,1216,1,58.953037,5.63539
1498,7176,45502604.64,35271.65571,4,-23007.6,6644123.6,43.29,�LENSV�G,,55,1500,0,0,0,0,Postomr�de,,5582,1160,1,58.953037,5.63539
1499,7177,39269103.06,29262.35385,4,-16581.38,6642323.15,0,�LEN,,55,1500,0,0,0,0,Postomr�de,,5580,1160,1,58.953037,5.63539
1501,7179,75933222.79,41535.54903,4,-30375.6,6642461.65,0,VIKEBYGD,,55,1500,0,0,0,0,Postomr�de,,5568,1160,1,58.953037,5.63539
2678,13068,597619516.3,126558.7853,4,72454.02,6573871,0,RYSSTAD,,55,1500,0,0,0,0,Postomr�de,,4748,940,1,58.953037,5.63539
2679,13069,1144714298,198611.8429,4,80828.08,6551699.36,0,BYGLAND,,55,1500,0,0,0,0,Postomr�de,,4745,938,1,58.953037,5.63539
3000,14603,1395593.723,6430.28548,4,-33550.52,6565757,0,STAVANGER,,82,0,0,0,0,0,Postomr�de,,4034,1103,1,58.953037,5.63539
3017,14795,2092612.255,8294.01857,4,-47241.19,6625159.3,64.9,HAUGESUND,,82,0,0,0,0,0,Postomr�de,,5534,1106,1,58.953037,5.63539
3055,15468,1394407.733,5013.29808,4,8515.16,6573802.31,0,FL�YRLI,12.09.2005,82,0,0,0,0,0,Postomr�de,,4128,1129,1,58.953037,5.63539
3056,15478,30201968.92,33582.72168,4,-40434.75,6566913.06,0,SOLA,08.08.2012,82,0,0,0,0,0,Postomr�de,,4055,1124,1,58.953037,5.63539
3142,20975,73198395.96,43747.08794,4,-49163.21,6573271.22,0,TANANGER,13.03.2012,0,0,0,0,0,0,Postomr�de,,4057,1124,1,58.953037,5.63539
3143,20976,19029204.24,30098.63561,4,-43755.2,6575221.55,0,TANANGER,13.03.2012,0,0,0,0,0,0,Postomr�de,,4058,1124,1,58.953037,5.63539
3144,21039,179341.5537,1969.14695,4,-33849.69,6565143.69,0,STAVANGER,20.06.2012,82,0,0,0,0,0,Postomr�de,,4035,1103,1,58.953037,5.63539
3198,21301,9696868.417,12831.77156,4,-31938.37,6578388.41,0,HUNDV�G,,82,0,0,0,0,0,Postomr�de,,4083,1103,1,58.953037,5.63539
3199,21302,4116308.583,9169.4905,4,-30677.26,6574693.26,0,HUNDV�G,,82,0,0,0,0,0,Postomr�de,,4077,1103,1,58.953037,5.63539
3200,21307,4591276.656,11523.19597,4,-37717.39,6563434.85,16.75,SOLA,,82,0,0,0,0,0,Postomr�de,,4051,1124,1,58.953037,5.63539
3248,21527,12729274.54,18069.23043,4,-41652.96,6549978.87,0,BRYNE,,82,0,0,0,0,0,Postomr�de,,4341,1121,1,58.953037,5.63539
3249,21528,3997909.647,12887.37269,4,-40489.21,6546810.58,0,BRYNE,,82,0,0,0,0,0,Postomr�de,,4344,1121,1,58.953037,5.63539
3250,21529,1853849.42,6401.13164,4,-39034.52,6547159.38,0,BRYNE,,82,0,0,0,0,0,Postomr�de,,4345,1121,1,58.953037,5.63539
3251,21530,35248287.17,38846.28303,4,-37841.68,6544804.97,7.52,BRYNE,,82,0,0,0,0,0,Postomr�de,,4346,1121,1,58.953037,5.63539
3252,21531,22970990.1,23535.86843,4,-35327.19,6546881.7,0,LYE,,82,0,0,0,0,0,Postomr�de,,4347,1121,1,58.953037,5.63539
3258,21572,39032822.44,29509.49099,4,-21937.25,6517454,0,EGERSUND,,82,0,0,0,0,0,Postomr�de,,4373,1101,1,58.953037,5.63539
3259,21573,131366718,55550.92283,4,-19505.83,6510259.89,118.19,EGERSUND,,82,0,0,0,0,0,Postomr�de,,4372,1101,1,58.953037,5.63539
3260,21574,2853984.648,9294.46168,4,-24649.22,6512689.07,0,EGERSUND,,82,0,0,0,0,0,Postomr�de,,4371,1101,1,58.953037,5.63539
3261,21575,200394032.4,62497.29505,4,-29418.54,6511038.48,0,EGERSUND,,82,0,0,0,0,0,Postomr�de,,4374,1101,1,58.953037,5.63539
3272,21656,2350456.904,7800.10841,4,-32365.3,6564734.59,0,STAVANGER,01.10.2012,82,0,0,0,0,0,Postomr�de,,4031,1103,1,58.953037,5.63539
3339,22929,74290369.17,37280.3765,4,-41122.49,6579163.06,0,RANDABERG,01.10.2016,82,0,0,0,0,0,Postomr�de,,4071,1127,1,58.953037,5.63539
3340,22930,8511191.312,14664.18548,4,-36098.6,6579542.63,0,RANDABERG,01.10.2016,82,0,0,0,0,0,Postomr�de,,4072,1127,1,58.953037,5.63539
3341,22931,6340360.682,12740.40997,4,-37113.16,6576175.48,25.59,RANDABERG,01.10.2016,82,0,0,0,0,0,Postomr�de,,4073,1127,1,58.953037,5.63539
3342,22938,3345593.997,8549.06166,4,-30248.57,6559439.33,0,SANDNES,01.10.2016,82,0,0,0,0,0,Postomr�de,,4338,1102,1,58.953037,5.63539
3343,22942,439538.5795,2698.7581,4,-33914.03,6558133.21,0,SANDNES,01.10.2016,82,0,0,0,0,0,Postomr�de,,4320,1102,1,58.953037,5.63539
3344,22948,11114971.62,19709.03066,4,-31556.73,6556520.23,97.4,SANDNES,01.10.2016,82,0,0,0,0,0,Postomr�de,,4336,1102,1,58.953037,5.63539
3345,22952,9681962.804,17420.18264,4,-28588.06,6556210.6,0,SANDNES,01.10.2016,82,0,0,0,0,0,Postomr�de,,4337,1102,1,58.953037,5.63539
